cleaned_text,label,intensity
..... wakes says 'have tried changing nappy ? ' 😡👊🏼 # rage ! ! ! !,anger,0.688
someone needs tell candice 'll stuck shitty pout wind changes . # gbbo,anger,0.688
turn shit ! home button accessibility . \n\nwhen innovation become mind fuckery ? . # iphonephonehome,anger,0.688
love people make plans without actually including process # rage,anger,0.688
"smh , remove ideologically bankrupt opportunistic establishment . 're burning bridges social contracts . # anger",anger,0.688
"'s outrage party nominated lying , corrupt person ? received donations nations support terror",anger,0.766
even forget pick ur fave child school # offended,anger,0.688
get angry people n't know n't stop sign francis foster # road # rage,anger,0.688
irritate . inch thick made masks,anger,0.667
fucked coupon goal !,anger,0.667
natalie one top three favorites ? ! # toofaced # bitter 🙄,anger,0.667
democrats voters zero tolerance honesty . associate honesty anger hate .,anger,0.667
# rage ? ? # crookedcourt said # rage many times explain away brutal killings # petits # hayes & amp ; # komisarjevsky,anger,0.667
"to'why ca n't brothers protect one another ? one 's serious , makes furious . n't misled , think fred . ' # mayfield",anger,0.578
..... wakes says 'have tried changing nappy ? ' 😡👊🏼 ! ! ! !,anger,0.667
years irrelevant . absolute joke . # manutd # ticketing # noloyalty # joke # notimpressed,anger,0.667
hell breaking loose charlotte . # charlotteprotest # anger # looting,anger,0.667
's bpharm guy eish guy brings anger life . see nje like darkness fills know,anger,0.667
hour football practice boiling sun hr volleyball practice boiling sun,anger,0.667
testing # angry,anger,0.667
put much artefact points fury cant raid ... literally wasted month life ! thanks blizzard,anger,0.667
suppose work ? wtf dude ? thanks pissing . # furious,anger,0.833
angry .,anger,0.667
feel travel miles pick form arrives post two days leave . # fume,anger,0.667
'congratulations free month activated ' charges £ . month . absolutely furious 😡,anger,0.667
hell hath fury like women scorned . 's affair . parenting,anger,0.667
straight people canoodling quad 'm # offended,anger,0.648
"definitely feel irritation today , lord give strength",anger,0.667
chelsea anything possible haha . 'm fuming bet 🙄🙄🙄🙄🙄🙄,anger,0.646
break record # madden wish n't say shit every rush like broke record . # shutupphilsimms,anger,0.812
apparently contact . sofas meant delivered today . old ones gone . sitting floor . sofas ! # fuming,anger,0.646
rabid grizzly bears 'm going scatter neighborhoods america.\n\nthey 're poor refugees ! \n\n # inyourneighborhoodnotdc,anger,0.646
dont # blm # thugs want # justice black black # gang crime ? # rage cry # racism # cop,anger,0.646
'll honest .. hope annoying southern bint 'look ' pout goes week ! selasi # ftw,anger,0.646
zero help customer service . pushing buck back forth promising callbacks ’ happen . # loathing,anger,0.646
"'s stupid , hate lol # bitter",anger,0.646
joke ! ! cut internet early 'by mistake ' n't reinstate longer need engineer 😡,anger,0.646
"yeah received fine today furious , currently appealing member long ...",anger,0.646
people irritate 🙄,anger,0.646
men rage strike wish best . # rage # emotions # negative # positive # wish # strike # martial # arts # control # believe # best # hope,anger,0.646
", black people still fighting recognized human beings . # cantsleep",anger,0.646
swear blocks 'm going hit back # revenge,anger,0.646
joke ! ! cut internet early 'by mistake ' n't reinstate longer need engineer 😡 # fuming,anger,0.646
unarmed blacks killed white cops . many die every month chicago wheres # outrage,anger,0.646
"tracking show equipment delivered , n't ? service suddenly delayed ? 've already weeks .",anger,0.646
really need pout time - getting nerves # gbbo,anger,0.646
ever put fist laptops screen ? time new one lmao # rage # anger # hp,anger,0.646
maybe also attacked tom 's rabid fans & amp ; clothes always perfect also put ...,anger,0.646
"dear future big brother players , chase dick season win , dollars sti # bb # bitter",anger,0.646
"nobody street burning looting terrifying innocent citizens , either .",anger,0.556
# nothappy still # charging # fullprice 😡😡 # fuming # bestrides 😳😳,anger,0.646
forgot eat dinner 'm furious everything everyone,anger,0.646
girl sitting front chewing gum like cow & amp ; im ready snap 🤗,anger,0.646
"nonsensical . 's injustice blacks , add destroying black property . 's misdirected anger",anger,0.69
someone make priority list things outraged + order ? # racism # animalrights # abortion # cops,anger,0.646
wow ! ! bill £ . hav text u prove taken £ ! ! ! ! ! # swines # con !,anger,0.646
fuck boy run drag routes back back madden,anger,0.646
got fever highs\ni got boiling blood,anger,0.646
bad temperament # tantrums # hissyfits,anger,0.646
ca n't even right # bb # rage,anger,0.646
"haha .... actually , doggies 'm barracking anyone gws ! # bitter",anger,0.472
people n't iphones bitter iphones ? ? ? ? someone explain,anger,0.625
guy calls people 'cuck ' anti-blm offended idea might pro-policing reform ? 's amazing .,anger,0.625
always unhappy easily offended .,anger,0.531
"shameful display watched today left reeling much anger dt feel like exploding , clowns watch",anger,0.625
hell breaking loose charlotte . # charlotteprotest # looting,anger,0.625
've still got whole season wentworth watch stupid cunt work ruins us 😭😭 # oldcunt,anger,0.625
half epicenter shut police y'all burst tears fucking terrible # keithlamontscott,anger,0.625
giving fuck better revenge .,anger,0.625
get shit wrath winter nowhere,anger,0.625
though ! u want offend americans ?,anger,0.625
unarmed blacks killed white cops . many die every month chicago wheres,anger,0.625
n't think monalisa respect anyone ! think 'll ruffle feathers . # thejail,anger,0.625
asked parcel delivered pick store address # poorcustomerservice,anger,0.625
thought xbox one madden bundle would come physical copy madden code😴 's gon na take fucking forever download lol,anger,0.625
bad temperament # hissyfits,anger,0.625
# # blood # bitter satan test # becouse # cleanse # blood # jesus christ .... # amen .,anger,0.543
new gun emoji ios enough show anger towards number things .,anger,0.625
jealous cry baby ! # bitter # gladsheisgone # crybaby,anger,0.571
wan na know 's outrage black black crime one knows victims blm kill cops based media,anger,0.625
forever angry gh ruined molly morgan 's bond/friendship # bitter,anger,0.625
spurs radio commentator referred mauricio pochettino 'mopo ' felt sudden surge rage .,anger,0.625
huh ? sprint coach ? 're slowest team comp . talk robbing living . # outrage,anger,0.625
ca n't believe 've got days left 🙄 # backtoreality # raging,anger,0.625
fuming !,anger,0.625
taking break # wedding # rage general # stupidity certain # people # internet .,anger,0.625
ever put fist laptops screen ? time new one lmao # hp,anger,0.625
•my brother grabbed aggressive manner always threw tantrums like kid knowing express --,anger,0.625
"n't join put phone , talk rude . taking money acc willynilly !",anger,0.604
"assure laughter , increasing anger costs , arrogance westminster .",anger,0.604
"people need way escape , escape ? corrupted world.this reality . joke.this fury constant pain & amp ; stress.we need vacation",anger,0.604
love black people ..... really really . .... people really irritate living hell outta cause 'm different . 😑,anger,0.604
n't talk politics people nowadays get offended easily !,anger,0.479
oh yeah . hate air raid n't like oregon/baylor offense 'm fan ole miss one either,anger,0.468
"received verification email , asked resent times still nothing .",anger,0.604
unbelievable takes minutes get 's fault call hangs # treatcustomersfairly,anger,0.604
"justification shooting without provocation , even person bad history . justification way go",anger,0.604
genuinely think anger issues,anger,0.604
im honestly offended,anger,0.604
michelle one worst players bb history # bb # bbfinale # bitter,anger,0.604
'm annoyed/sad youtube burning ground 🙄🙄,anger,0.604
"tell happy anniversary , u happy .. # bitter # ampalaya # paitpaitanangpeg",anger,0.604
paid chicken n't even get 😑😑😑 goes dollars customer,anger,0.604
"never forget live cancelled programs , allow extend people could call detail outrage behaviour",anger,0.596
someone rudely says women long hair inner feminist tries rage,anger,0.604
"absolutely raging changes cas , joke",anger,0.604
girls irritate much lol,anger,0.527
... 'm waiting figure 'm like ... real quick irritation .,anger,0.604
listen yh n't provoke cos 'll make cry,anger,0.604
even give pizzas ? serious fail # hungry # furious # hangry,anger,0.447
bloody parking ticket 😒💸,anger,0.583
apparently contact . sofas meant delivered today . old ones gone . sitting floor . sofas !,anger,0.583
sam- yes ! helpful ! need sorting asap ! keep promising stuff n't happen ! ! ! !,anger,0.583
"'re like rape apologists ( inadvertently ? ) make men sound like rabid , mindless beasts . friends like ...",anger,0.583
got angry telling 'but would year old guy looking girl like ' felt # offended,anger,0.583
shot black police woman typical looney toon thinking . # hillary # divide # chaos,anger,0.583
"sex offense happens across races , cultures , creeds & amp ; castrated",anger,0.629
prudence suggests + % bump - weeks viewed skepticism . media/hrc axis # angry,anger,0.583
rabid dog ridden child eaten flesh one fellow limbs adults .,anger,0.583
one thing attacking hating worse - makes us like angry vengeful behavior detest,anger,0.583
delete shit josh screenshotted snap,anger,0.583
someone make priority list things outraged + order ? # outrage # racism # animalrights # abortion # cops,anger,0.583
true . spitting venom 'm still bitter stripe . like old man yelling porch .,anger,0.583
never watch greys anatomy ever ever ever ever ever shonda rimes takes away another og character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ # fuming,anger,0.583
wonder would happen tell people truth # savage # uhoh # angry,anger,0.583
"never find someone loved like . love , revenge .",anger,0.583
turning ? surprised . late work !,anger,0.583
"# angry , may case , & amp ; may unavoidable , see sudden excitement become sin . # albertbarnes",anger,0.583
'shit ' n't even begin describe fiery little demons straight hell 🌝🌚 ; ),anger,0.583
bitter today 😐,anger,0.583
meanwhile white cops keep killing black people . 's less outrage . strange society .,anger,0.5
team must draw hat daily personality # drugged # angry # yeller # quiet # screamer # 😂😂,anger,0.583
heading home cut grass heat . wan na go eat somewhere air conditioned . # pout # adultingistheworst,anger,0.583
ooooooooh god uuuugggghhhhhhhhh # rage,anger,0.583
never watch greys anatomy ever ever ever ever ever shonda rimes takes away another og character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️,anger,0.583
specific & amp ; intentional way . part intention provoke conversation around systemic racism towards blacks .,anger,0.583
gave kendrick lamar eat barbecue . # bitter,anger,0.583
said talking wills uncontrollable animals moving another link . comments help !,anger,0.583
sorry 'm angry drone flew away,anger,0.583
id fuming,anger,0.583
shut hashtags cool # offended,anger,0.562
' know trusted . ' words soft ignored anger focused hurt beneath . ' know screwed . ' --,anger,0.562
wonder american city next protest police shootings . 's next ? smh . # whenwillitstop # howmanymoretimes,anger,0.562
mfs bitter,anger,0.562
"im holiday next round , fuming !",anger,0.562
miss fact # burkeramsey swung & amp ; hit sister # jonbenet face golf club previously fit # anger ?,anger,0.598
point voting trump push pieces board game like angry toddler ? wreck everything everybody ?,anger,0.562
"like aggravate constantly , byeeeeeeee",anger,0.562
"rip black men , , women , children killed chicago . outrage ?",anger,0.562
inpouring letter dying subsist checking quaint virtuoso ways toward fine huff l ...,anger,0.562
hitting children discipline 're quite raging hypocrite 're .,anger,0.562
sorry im # bitter . either want pure ur literally card sets like every time draw sets like & gt ;,anger,0.562
king says n't matter . fact came w/ psycho far affront .,anger,0.562
bloody right,anger,0.562
much hw tonight im offended,anger,0.519
like hello ? first born must always laugh jokes . # offended,anger,0.562
"outrage passed replaced mute , fatalistic acceptance current situation . # fatalism",anger,0.562
wee pop socks keep falling inside shoes,anger,0.562
apparently 's supposed scottish accent ? ? ? 'm # offended,anger,0.562
"seek conduct attacks israel , intended provoke reaction would inflame feeling within islamic world ” . •",anger,0.562
lost frequencies/janieck devy - reality ( gestort aber geil remix ) ' raging shoutdrive !,anger,0.562
miss ? # outrage,anger,0.562
"'s 'eye-for-eye ' . indian army never forgives , never forgets . always take revenge , pakistan breaks laws , i.a follows",anger,0.562
worst juror ever ? michelle . nicole 's biggest threat . # bb,anger,0.562
luv seeing man scowl face walking protein shaker clenching fists . immediately stop n suck dick,anger,0.562
fake people irritate,anger,0.562
said 'll say : america really fortunate black people want equality revenge .,anger,0.562
# anger # wrath intense emotional response .,anger,0.562
aa right passage comes 'n ' word . insult church . ignorant !,anger,0.562
let id fuming poor keeping,anger,0.562
"yeah , 've seen floated online theory , probably made bitter stan . ignore pets v vets crap",anger,0.562
"east wind blue summer durban , africa , still surfed got # stung badly ! must carefull-a # sting harm",anger,0.562
everyone wigan biggest club # bitter,anger,0.562
"perfect illusion , least know . # angry # ladygaga # iscalming # mysoul",anger,0.556
candace & amp ; pout getting right tits # gbbo,anger,0.562
looking forward . opened # stuartspecial . literally yelled tv .,anger,0.491
bang ! gordon # brown accused abusing gazillion # rabid parrots !,anger,0.562
"petition non-maghrebi poc stop buying 'couscous ' white grocery stores boiling . couscous , trash .",anger,0.562
espn assumed wanted free magazines # offended,anger,0.542
yo 's kid snap chat la & amp ; get high helium gas lmao .... like fuck lol,anger,0.542
. : 'today 's proceedings entire process insult constituents . ',anger,0.593
'm sensing theme tho lol # angry,anger,0.542
lowkey forgot twitter n't follow back im gon na # offended,anger,0.421
... flat party instantly get bollocked .,anger,0.542
like every color looks # triggered # colorblind # offended,anger,0.542
. straight people . even arse straight guys think means threesome fine .,anger,0.517
"yes , bad point racism lest provoke racists . racists indeed like .",anger,0.542
left wanted play heavier game . needed offense tho . amongst others .,anger,0.542
offended,anger,0.542
"hello ! \nthe bigger bully , crocodile tears . bullies always act like offended victims .",anger,0.542
irish citizens boiling drinking water leaves one foot firmly bog !,anger,0.542
candice 's pout gon na take someone eye mate ! # gbbo,anger,0.542
've always weird grudge stingrays ever since one killed steve irwin .,anger,0.542
got ta use dark skin emoji # offended,anger,0.525
'm saying might like big foot might like natural biological father says blood boiling cross,anger,0.542
"really really resent go bed sensible hour , guys . want talk people .",anger,0.542
"incentivise people roam internet morally offended , n't enough already .",anger,0.542
person™ get bitter seeing ravi stans,anger,0.542
"amen , nothing personal mate , tired complaining fans , 's relentless tirade misery",anger,0.542
michelle one worst players bb history # bb # bbfinale,anger,0.542
dear indians .. hard swallow try swallow bitter pill ... .. pakistan number one test cricket ! ! !,anger,0.542
"little nose irritation little chills body . 'm flu , flu , flu # fallsongs",anger,0.542
"# real # sjw , let # america down\ni found us , go get us\ni let let in\ni # rage # lol\n",anger,0.542
connivers blind existential fury,anger,0.542
guys irritate,anger,0.542
# firsttweetever sippin # hotchocolate wondering # finally gave & lt ; haha # hellloooootwitter - ... # facebookisforfamily # rage,anger,0.542
directing anger thieves government ... # corruption # feesmustfall,anger,0.542
need new outlet # rage,anger,0.542
ive denial anger pure acceptance,anger,0.491
"timid determined version rabid beasts beyond land . growling beneath restrained breath , //rip// --",anger,0.542
'm used pretty girls use curse words express anger . feel like 'm little bit surprised turned well,anger,0.542
huff puff,anger,0.519
hell hath fury like hamstring cramp . # ouch,anger,0.542
"actually arsed sister sometimes , controls tv % time watch one thing gets huff 🙄",anger,0.542
's first expac since wrath feels like proper 'evolution ' game,anger,0.542
happened suicide tweet joke obviously could offend anyone ? 🤔,anger,0.542
relentless echo chamber - negative comments lots reverb . typical bully behavior .,anger,0.542
find initiative n't even thing 😧 # revenge,anger,0.542
jojo : midnight lets rage wryyyyyy,anger,0.542
"'ll happily rude people personally insult unprovoked , deserve 👍 good people deserve respect",anger,0.521
ak leave spine frown,anger,0.521
come let 's make em hate 😘make em pout face 👿😩 .,anger,0.521
recommended reading : prisoners hate aaron beck # anger,anger,0.521
snap meee,anger,0.521
resent,anger,0.521
forever angry gh ruined molly morgan 's bond/friendship,anger,0.521
# disgracefulesin resent men way ; reason . # esinscountdown,anger,0.521
accidetly dumped boiling water 😫,anger,0.521
"smh , remove ideologically bankrupt opportunistic establishment . 're burning bridges social contracts .",anger,0.521
usual disappointing # offense ... # texans,anger,0.458
"'s stupid , hate lol",anger,0.521
's irritation found corpse,anger,0.5
never # make decision .. # angry & gt ; _ & lt ; .... never make # promis # happy : ) : *,anger,0.521
trump + king relentless self-promoters n't give rip anyone else . perfect match donalds .,anger,0.521
cancelled cbs access live feeds jc even said vic afp . paul.should imo # bitter,anger,0.517
whenever put ' wan na adored ' brother alwayss sings ' wan na dog ' instead irritate,anger,0.415
looking forward . opened # stuartspecial . literally yelled tv . # umbrage,anger,0.521
n't get point made reporting charlotte looting . explore looting businesses symbolizes # outrage,anger,0.566
-- taking feelings kei unfairly . lips form frown tries walk away .,anger,0.521
've left dad deal 😂 work done soon 's felt wrath slipper 😷,anger,0.521
"leave , rule , nimber carpet cleaning ! ! ! # worsethananatomicbomb # accidentlyspillbeeronthecarpet",anger,0.521
yikes . wrath maddie ...,anger,0.521
think came back twitter ruffle bushes ? tuh .,anger,0.521
. insult ? sounds like job well done . 's red 's done job suppose # justsaying,anger,0.521
# hudcomedy # adamrowe # insult slutfaceshlongnugget,anger,0.521
need help anger,anger,0.574
"never bring back meech bridgette . crying someone looks ? ugh , bridgette . # bitter",anger,0.521
hey folks sorry anything offensive got posted yesterday account got hacked . fixed though . hope : -/ # annoyed,anger,0.521
's time remove cb team somehow . screw . rip band-aid . 'll sting bit everyone get .,anger,0.521
candice 's pout gets preposterous week . week 's gone bit jack nicholson 's joker . # gbbo,anger,0.373
unfortunately wo n't end ... followers whichever candidate n't elected throw tantrums . winning elec,anger,0.521
team must draw hat daily personality # drugged # yeller # quiet # screamer # 😂😂,anger,0.521
candice 's standing pout face aggravates every week,anger,0.521
think really broke young bull hurt 😂😂😭😭 u tell bitter mad 😊😊😩😩,anger,0.521
yuuuhh 🙄😭 plus clin ep prevmed ugghhh hahaha # bitter,anger,0.521
"time man got paid throw temper tantrums speaks , got ta listen .",anger,0.521
"heard thought ether , # ex posted # facebook pic snuggling said # cats ... im # angry",anger,0.521
n't provoke letting !,anger,0.521
could never angry drunk lol yall weirdos enjoy time,anger,0.521
"yet still deaths , road rage , & amp ; violations road , despite widely accepted concept 'personal accountability ' driving",anger,0.521
"oh , good god . quentin letts one 'comedy ' turns . # angry # bbctw",anger,0.5
looks completely # rabid,anger,0.5
inner conflict happens odds . honor values priorities . # innerconflict # conflict # values,anger,0.5
"# epipen : public outrage occurs , expand # pap patient assistance progrm , coupons , rebates . # mylan # epipen",anger,0.5
imagine twitter fume corbyn loses election smith leads labour worse result suggested corbyn .. imagine ? ?,anger,0.5
"scared ruffle feathers , resorted writing cryptic code . # unclecamscabin",anger,0.5
"n't think cadres getting src deployment would make cadres bitter , ku tough macom .",anger,0.5
miss nothing someone care attacking face kisses . # foreveralone # bitter 😩,anger,0.5
grudge 're holding keeps making appearance # god wants deal .,anger,0.5
comparing akshay sir zandu balm insult akshay sir .,anger,0.5
🔥anger acid harm vessel stored anything poured.🔥 # anger \n\n~mark twain,anger,0.5
"spend £ shimmy £ drinks 'll raging , know 's gon na happen",anger,0.5
rage rage ep coming soon 'll keep posted # youtube # youtubegaming # rage,anger,0.52
"'s w gender bias ? # indignant fancypants saddler 's daughter opt leather jacket , thank much .",anger,0.5
sister throws legitimate temper tantrums get attention ..,anger,0.5
even give pizzas ? serious fail # hungry # hangry,anger,0.4
provocation sets curiosity . entity feeding fuel fire . speaking quatrains . hmmm america needs vigilant,anger,0.5
quite response retaliation weiner getting revenge huma & amp ; hillary 'clam digging'.\n # allscumbags,anger,0.5
guess # bradangelina & gt ; # anger & gt ; # blacklivesmatter,anger,0.5
ex 's number time prank . # revenge # prank # whatprankishoulddo seriously prank,anger,0.5
"despise lord ’ # discipline , # resent rebuke , # lord disciplines loves ... # proverbs : -",anger,0.5
guy across really ugly suit stop expressing displeasure,anger,0.5
moving clips youtube tonight vigil held tulsa metropolitan baptist church # terencecruther # justice # anger # sadness,anger,0.5
think must scare coworkers 'm eating like rabid animal breaks # srry,anger,0.5
bloody right # fume,anger,0.5
roy fiery,anger,0.5
puerto rican taino hair black nose got ta ruffle targeted feathers ?,anger,0.5
prudence suggests + % bump - weeks viewed skepticism . media/hrc axis,anger,0.5
listening joey really helps anger .,anger,0.5
anger issues !,anger,0.5
ca n't believe 're messing favourite bakes feel personally offended,anger,0.5
think may # offended,anger,0.5
'd give pout firm,anger,0.5
using twitter coping mechanism raging kid oops ?,anger,0.5
believe 's call fury righteous .,anger,0.5
ok got called 'white devil ' train didnt know whether laugh offended,anger,0.484
# india take # revenge making new movies like # phantom like # ghus_k_maren_ge indian army take revenge,anger,0.5
wouldnt date ? ? ? ? ? # offended,anger,0.494
drop snapchat names # bored # snap # swap # pics,anger,0.5
damn offense mix bag unpredictable lethal weapons 'm worried defense coordinators 😁 # chargers # boltup # recharged,anger,0.479
bee sting still suck feel sick,anger,0.479
love people make plans without actually including process,anger,0.479
"'m offended , actually",anger,0.479
pressure burst pipes 😭,anger,0.479
", learn 's viral insult ballet ? stop trying wrongfully stick models pointe shoes 🙄",anger,0.479
: sense taking wrath innocent people think police shot innocent man . # makeamericasafeagain,anger,0.479
sorry # offend u griffin ! !,anger,0.479
indignant wants world knows obama nothing putin wants # aleppo # syria,anger,0.479
"even beef sara let anger get best , sagin friends long ?",anger,0.479
"fuckin luv incense , fuck 😂",anger,0.479
screened snap kind narcissistic ass would smh,anger,0.479
n't even # feel # anger anymore ca n't explain .. # tulsa # charlotte # trayvon # sandrabland # philando # ferguson # batonrouge # michaelbrown,anger,0.479
doll vile creature touchline . every game tantrums & amp ; shouts ref . would love see,anger,0.479
got ta use dark skin emoji,anger,0.479
jamming fury math class wanting die hbu,anger,0.479
"wished sis midnight received reply . nd sis wished , got reply . know 's fav # offended",anger,0.479
: ) ) im writing abt changing face sex industry tr : ) ) ) men talk ! # revenge,anger,0.479
ca n't believe achilles killed !,anger,0.479
"hah n't speak cousin like , mind displeasure seeing u bare faced eh train , pretty sight mate",anger,0.479
indignation : [ whispers date terrific lerman/letts centerpiece scene ] 's overwhelming sense indignation .,anger,0.479
"never bring back meech bridgette . crying someone looks ? ugh , bridgette .",anger,0.479
people would rather hang indignant anger . * weary sigh *,anger,0.479
thanks saying wife getting iphones today losing eta # thanks,anger,0.479
thatmoment 're watching # worstcelebritycooks bubble burst finding kylexy gay married😭 # nochance # kindadontmind😉,anger,0.479
women n't like girls resent looking great/we wish still looked like # washed,anger,0.479
hey folks sorry anything offensive got posted yesterday account got hacked . fixed though . hope : -/ # angry # annoyed,anger,0.479
"u understand rage often pretty , controlled rational - often visceral-not always logical .",anger,0.479
"leg feels like 's gon na burst , yet 'm still expected go work : ) : )",anger,0.333
"best revenge move , get , continue succeed . never give someone satisfaction watching suffer .",anger,0.479
get work 's fire drill . # fire # outthere # inthedark,anger,0.479
& lt ; feel everything . would remember everything . evanora hoped would serve fuel creatures anger run rabid & gt ;,anger,0.479
exactly saying fb .. # bitter,anger,0.479
get work 's fire drill . # fire # burning # outthere # inthedark,anger,0.479
turned rather fiery gg radical ),anger,0.479
"significantly , # bitter smile , 'let",anger,0.479
true none players cops ? drink chilled bitter ? players walter mitty types ?,anger,0.479
brendan rodgers looks fuming 😭,anger,0.479
"ummm , blog says 'with simon stehr faking th ' ... 'll expect investigation forthwith .",anger,0.479
baskets better 'm bad mood someone irritate practice please,anger,0.479
chill af want offend someone .,anger,0.479
good thing fbi n't offend !,anger,0.479
know cyran still n't done makeup based jeongguk 's tiddy like suggested 'm # offended,anger,0.479
tyson fury beat man top years danny garcia bradley pacquaio frampton,anger,0.479
"wished sis midnight received reply . nd sis wished , got reply . know 's fav",anger,0.479
"'m surprised , would fuming ! 😤",anger,0.479
oh old things face ? nah 're tears school related anger frustration nope never,anger,0.479
british humour offend challenge mainstream views . hat clarkeson . ultra left go kneel allah ! !,anger,0.479
need attention ! n't 'll pout ..,anger,0.479
'm like half expecting rabid troll come mentions accusing csa apologist something lmao,anger,0.479
"perfect illusion , least know . # ladygaga # iscalming # mysoul",anger,0.479
puzzle investing opening portland feodal population correlative straight snorting infuriate : xlzjyhg,anger,0.458
"gives frustrated growl , stepping closer putting gun barrier . alarms nothing happened . he-",anger,0.458
seriously dude buy bubble tape phones . # snap broke another phone,anger,0.458
forget mention bought dreamboys tickets 🙄😂 # raging,anger,0.458
snapchat back 's constant battle see get ugliest snap one another 😂🙃 # snap survival,anger,0.458
nick said 's territorial 'll growl someone gets close # hesananimal,anger,0.458
"n't mean offend anyone , . literally blames everything white people . cases 's true , lot times , 's",anger,0.458
totally knew ' . trump finally gets revenge son-in-law 's prosecution/imprisonment throws christie bus .,anger,0.458
inner conflict happens odds . honor values priorities . # anger # innerconflict # conflict # values,anger,0.458
belittling kitty straight service ? provoke lift aboard ! : wycelv,anger,0.458
played game john elway sacked x fumbled x. john elway know ? ? ? # madden,anger,0.458
got angry telling 'but would year old guy looking girl like ' felt,anger,0.458
next series u celebrity firefighting show chuck burning building voiceover ?,anger,0.458
like ca n't hours worth standing calorie burning hours 😭😭😭😭 # stworldprobsvs,anger,0.458
revenge feel good revenge feel worse 💯,anger,0.458
wonder would happen tell people truth # savage # uhoh,anger,0.458
take public opinion revenge pakistan govt unable decide .,anger,0.458
wouldnt date ? ? ? ? ?,anger,0.458
teams face barca bayern defeat ones face wrath,anger,0.458
n't understand everyone # angry want live thrive n't ?,anger,0.458
"hell hot boiling , isi ewu",anger,0.458
# welfarereform 'model ' # snap .,anger,0.458
yeah u got ta make heel . know u need votes u wait . u lose-they 're really wrath !,anger,0.458
well trump 's rabid base needs hear & amp ; u always find overseer like king say it.\n,anger,0.458
skipping meals national way showing # disappointment # anger . # wiz,anger,0.458
streets rage hard find itunes stepped guys vinyl \nmade simple,anger,0.458
bad news ordered online n't gone happened order phone,anger,0.458
"heart left long again\n\n * slight pout turned smile * \n\nheheh kidding , 'm fine-",anger,0.458
people angry toward veggie burgers n wtf,anger,0.458
"mean 'm done watching pilot , 's nice see group actors perform without story lines dripping relentless nihilism .",anger,0.458
checked-in flight toronto . took seat infuriate .,anger,0.458
egyptian officials expressed frustration outrage obama/hillary administration ’ support muslim brotherhood,anger,0.579
tiff better hurry cause 👀,anger,0.458
"'s buzzing pathetically sympathy let twirl 's moustache , chuckle sting # psychowasp",anger,0.458
matt psychological study provocation abusive relationships .,anger,0.458
greater wrath woman scorned .,anger,0.458
might get donal óg sure ! wo n't cork 's fiery dopey frank & amp ; cult,anger,0.458
"curious mean . rush , animosity , disdain .",anger,0.458
best revenge get good woman move . leave hairline figure alone,anger,0.438
"talking expansion , gear - fury always well towards end",anger,0.441
knew softballs could sting bad ? jimmy fallon lot heat & amp ; ldquo ; softball & amp ; rdquo ; donald trump interview,anger,0.414
yuuuhh 🙄😭 plus clin ep prevmed ugghhh hahaha,anger,0.438
←would furrow face would redden protests ; would seem seen unattractive wukong 's eyes was→,anger,0.481
finding two best fwendz going rage makes last week sleep extra worth,anger,0.438
paul forever . paul ! paul played better game ! # bb # angry,anger,0.466
yep . lol,anger,0.438
y'all found express yalls displeasure . 😉,anger,0.438
got wind # menforchoice n't infuriate . makes sad generation .,anger,0.438
since 'update ' loses power nearly % faster .,anger,0.438
sun literally burning skin,anger,0.438
feel travel miles pick form arrives post two days leave .,anger,0.438
chop feel ? still feel sting ? looks brutal !,anger,0.462
chris ate mac n cheese imma eat taffy,anger,0.438
"help maintain boost status world class centre education , culture tolerance . # outrage",anger,0.438
chris ate mac n cheese imma eat taffy # revenge,anger,0.438
's weird discussing sex resentment confusion thing writing last night .,anger,0.438
"heard thought ether , # ex posted # facebook pic snuggling said # cats ... im",anger,0.438
paul forever . paul ! paul played better game ! # bb,anger,0.438
jealous cry baby ! # gladsheisgone # crybaby,anger,0.438
"peter radio piece ball pure class , digs , revenge , total balanced pro ! 👏👏👏",anger,0.438
cancelled cbs access live feeds jc even said vic afp . paul.should imo,anger,0.438
"best # revenge move , get , continue # succeed . never give someone # satisfaction watching # suffer .... ! ! !",anger,0.438
"lol 'm happy negative , realistic ass self . sorry offend",anger,0.438
' tierney reaches deep cross back post plays back across alloa defence clear . celtic relentless .,anger,0.438
ca n't believe 've got days left 🙄 # backtoreality,anger,0.438
look rabid,anger,0.472
"blm outraged shooting nc day , turns guy pointed gun police . wait facts outrage",anger,0.438
get embarrassed slightest things 'll fret day hate,anger,0.438
relentless pipe thirst # sheltered,anger,0.438
n't get point made reporting charlotte looting . explore looting businesses symbolizes,anger,0.438
# taurus react angrily ca n't take provoked longer .,anger,0.438
..... seems like fight ready rage .....,anger,0.438
leafy roast pokemon go kid outrage means relevant y-i mean kisses,anger,0.491
"think paul 's bitter , pastry",anger,0.492
n't see think 'll dumbed simplified offense brissett . comes complicated system,anger,0.438
"becoming boiling hot , slowly melting , heart frozen .",anger,0.438
shut hashtags cool,anger,0.438
fury road ! !,anger,0.438
realizing holding grudge long immaturity wisdom,anger,0.438
"'that disappointment . '\n\nhe fakes pout , starts chuckle .",anger,0.438
moving clips youtube tonight vigil held tulsa metropolitan baptist church # terencecruther # justice # sadness,anger,0.438
